"V1","V2","V3","V4","V5","V6","V7","V8"
NA,NA,NA,NA,4.1,8.96,NA,155.30000285944
NA,NA,NA,NA,16.2,9.448,NA,115.999996032951
NA,NA,NA,NA,7.1,7.1995,NA,59.2000024131266
NA,NA,NA,NA,21.1,9.2545,NA,94.8999969754368
NA,NA,NA,NA,9,10.123,NA,98.0999884195626
NA,NA,NA,NA,6.1,9.845,NA,166.899987560464
NA,NA,NA,NA,6.5,9.368,NA,123.799999896437
NA,NA,NA,NA,7.5,11.341,NA,82.9000025390997
NA,NA,NA,NA,11.9,10.797,NA,106.499999592779
NA,NA,NA,NA,4.4,9.192,NA,78.4999963478185
NA,NA,NA,NA,11.5,10.9265,NA,108.000001416804
NA,NA,NA,NA,5.4,10.22,NA,142.09999986906
NA,NA,NA,NA,17.9,8.96,NA,64.4999937037937
NA,NA,NA,NA,11.5,9.448,NA,134.699985093903
NA,NA,NA,NA,6.1,7.1995,NA,40.2000028829207
NA,NA,NA,NA,9.4,9.2545,NA,44.5999992123689
NA,NA,NA,NA,11.9,10.123,NA,77.4000016856007
NA,NA,NA,NA,11.7,9.845,NA,83.6000058538048
NA,NA,NA,NA,12,9.368,NA,136.199997703079
NA,NA,NA,NA,4.6,11.341,NA,222.699999064207
NA,NA,NA,NA,11.2,10.797,NA,73.9000086665328
