"","V1","V2","V3","V4","V5","V6"
"255",462.19554825894,464.447720012091,492.452417649258,479.756240297901,505.684825767655,493.680665291491
"256",513.683995217464,508.11501391046,647.631955756014,631.926729037539,651.348456507502,636.493564002542
"257",556.770464624747,559.473714684305,621.637547278467,604.32892310664,613.566504849833,597.370487447876
"258",478.067321763625,477.629442864329,557.606268307593,538.759507847475,559.007473801049,541.846018878037
"259",458.088908798786,460.755118923843,465.564135613654,447.951215522673,490.302371027609,474.459908217806
"260",499.587474313516,497.595094768679,573.353968318066,553.157085463244,589.955398813763,571.290416177479
"261",730.686636208986,730.282759816315,604.981643543361,583.521879821642,602.964197428308,583.138410305241
"262",589.586896966235,591.481130912013,676.91360318236,647.278696064484,650.606988123515,623.977163070494
"263",630.829945152621,627.584071798836,626.724691247466,596.735327323895,603.195439512447,577.027123626126
"264",525.173339455701,527.96582519986,635.744637793188,599.052294614076,615.469407757372,584.32081159166
"265",583.575448362965,576.549700179346,633.595099107123,595.37681686304,616.073990969051,583.732755120831
